respondent_id,Please indicate your age,Please indicate your race - Selected Choice,Please indicate your race - Other - Text,Are you Hispanic or Latino?,How would you describe the area where you grew up?,How would you describe the area in which you currently live?,In which region of the United States do you currently live?,Please indicate your annual household income,Education,Which employment status best describes you?,How would you describe your current living situation (check all that apply) - Selected Choice,How would you describe your current living situation (check all that apply) - Other - Text,Please indicate your political identification,Please indicate your gender
187,60-69,Black or African American,,No,Rural,Rural,Midwest,"Less than $10,000","High school graduate, GED, or equivalent",Unemployed,I live alone,,Moderate,Male
188,50-59,White,,No,Urban,Suburban,Midwest,"$35,000 - $49,999",Some college or associate's degree,Working full-time,I live with family members,,Moderate,Male
189,60-69,White,,No,Rural,Rural,Midwest,"$25,000 - $34,999","High school graduate, GED, or equivalent",Working part-time,I live with a spouse or romantic partner,,Somewhat liberal,Male
190,60-69,American Indian or Alaska Native,,Yes,Suburban,Suburban,Midwest,"$35,000 - $49,999","High school graduate, GED, or equivalent",Retired,I live alone,,Somewhat conservative,Female
191,50-59,White,,No,Rural,Suburban,South,"$50,000 - $74,999",Bachelor's degree,Working full-time,I live alone,,Very liberal,Female
192,80-89,White,,Yes,Urban,Suburban,Northeast,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with family members,,Very conservative,Female
193,60-69,Black or African American,,No,Rural,Rural,West,"$100,000 - $149,999",Some college or associate's degree,Retired,I live with family members,,Very liberal,Female
194,50-59,White,,Yes,Urban,Urban,Northeast,"$75,000 - $99,999",Some college or associate's degree,Unemployed,I live with family members,,Moderate,Female
195,70-79,White,,Yes,Urban,Urban,South,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Female
196,60-69,White,,No,Suburban,Rural,Northeast,"$25,000 - $34,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Male
197,50-59,White,,Yes,Suburban,Suburban,West,"$150,000 - $199,999",Graduate or professional degree,Working full-time,I live with family members,,Moderate,Female
198,50-59,White,,Yes,Suburban,Suburban,Northeast,"$150,000 - $199,999",Some college or associate's degree,Unemployed,I live with a spouse or romantic partner,,Moderate,Female
199,50-59,White,,Yes,Suburban,Suburban,South,"Less than $10,000","High school graduate, GED, or equivalent",Unemployed,I live with family members,,Very liberal,Female
200,50-59,Black or African American,,Yes,Suburban,Suburban,South,"Less than $10,000","High school graduate, GED, or equivalent",Unemployed,I live with family members,,Moderate,Male
201,60-69,White,,Yes,Urban,Urban,South,"$25,000 - $34,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Female
202,50-59,White,,Yes,Rural,Rural,South,"$15,000 - $24,999","High school graduate, GED, or equivalent",Working full-time,I live with a spouse or romantic partner,,Very conservative,Female
203,60-69,White,,Yes,Rural,Suburban,South,"$15,000 - $24,999","High school graduate, GED, or equivalent",On disability,I live alone,,Somewhat conservative,Female
204,70-79,White,,Yes,Urban,Urban,South,"$25,000 - $34,999","High school graduate, GED, or equivalent",Working part-time,I live alone,,Somewhat liberal,Male
205,50-59,White,,Yes,Rural,Rural,West,"$35,000 - $49,999",Some college or associate's degree,Unemployed,I live with a spouse or romantic partner,,Very conservative,Female
206,50-59,White,,Yes,Urban,Suburban,West,"$50,000 - $74,999",Some college or associate's degree,Working full-time,I live with family members,,Somewhat liberal,Female
207,60-69,White,,No,Suburban,Urban,South,"$15,000 - $24,999",Some college or associate's degree,Retired,I live with family members,,Somewhat liberal,Male
208,50-59,White,,No,Suburban,Suburban,West,"$50,000 - $74,999",Some college or associate's degree,Working full-time,I live alone,,Very liberal,Female
209,60-69,American Indian or Alaska Native,,Yes,Urban,Urban,South,"$25,000 - $34,999",Some college or associate's degree,On disability,I live alone,,Somewhat liberal,Male
210,60-69,White,,Yes,Rural,Rural,Midwest,"$35,000 - $49,999",Some college or associate's degree,Working part-time,I live with a spouse or romantic partner,,Very conservative,Female
211,80-89,White,,Yes,Suburban,Suburban,South,"$50,000 - $74,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Very liberal,Male
212,50-59,White,,Yes,Urban,Urban,West,"$75,000 - $99,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
213,50-59,White,,No,Suburban,Suburban,South,"$25,000 - $34,999","High school graduate, GED, or equivalent",Unemployed,I live with family members,,Moderate,Female
214,60-69,White,,No,Rural,Urban,West,"$100,000 - $149,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Male
215,60-69,White,,Yes,Urban,Urban,Northeast,"$25,000 - $34,999",Less than high school,Retired,I live with family members,,Somewhat conservative,Female
216,60-69,American Indian or Alaska Native,,No,Urban,Urban,South,"$10,000 - $14,999",Some college or associate's degree,Retired,I live alone,,Very liberal,Male
217,70-79,Black or African American,,No,Urban,Urban,Northeast,"$25,000 - $34,999","High school graduate, GED, or equivalent",Retired,I live with family members,,Somewhat liberal,Female
218,60-69,White,,Yes,Rural,Rural,Midwest,"$75,000 - $99,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Male
219,50-59,White,,Yes,Suburban,Suburban,South,"$35,000 - $49,999",Graduate or professional degree,Working full-time,I live alone,,Somewhat liberal,Female
220,60-69,White,,Yes,Urban,Urban,Midwest,"$50,000 - $74,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Very liberal,Male
221,50-59,White,,Yes,Urban,Urban,South,"$35,000 - $49,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Female
222,50-59,White,,Yes,Urban,Urban,West,"$25,000 - $34,999",Bachelor's degree,Working full-time,I live alone,,Moderate,Female
223,50-59,White,,Yes,Rural,Rural,West,"$15,000 - $24,999",Less than high school,Working part-time,I live with family members,,Moderate,Male
224,50-59,White,,Yes,Rural,Rural,South,"$35,000 - $49,999",Some college or associate's degree,On disability,I live with a spouse or romantic partner,,Somewhat liberal,Male
225,60-69,White,,Yes,Suburban,Rural,West,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
226,60-69,White,,Yes,Suburban,Suburban,Midwest,"$35,000 - $49,999",Some college or associate's degree,Retired,I live alone,,Moderate,Female
227,60-69,White,,Yes,Suburban,Suburban,Midwest,"$50,000 - $74,999",Some college or associate's degree,Working part-time,I live with a spouse or romantic partner,,Very liberal,Female
228,70-79,White,,Yes,Rural,Suburban,South,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Female
229,50-59,White,,Yes,Rural,Suburban,Northeast,"$50,000 - $74,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Female
230,50-59,Black or African American,,No,Urban,Urban,West,"$25,000 - $34,999",Less than high school,Working part-time,I live alone,,Somewhat liberal,Male
231,60-69,White,,No,Rural,Urban,Midwest,"$50,000 - $74,999",Bachelor's degree,Working part-time,I live with a spouse or romantic partner,,Somewhat conservative,Female
232,60-69,White,,No,Suburban,Suburban,West,"$25,000 - $34,999",Some college or associate's degree,Retired,I live alone,,Somewhat liberal,Male
233,50-59,White,,No,Urban,Urban,Midwest,"$50,000 - $74,999",Some college or associate's degree,Working full-time,I live with family members,,Somewhat liberal,Female
234,50-59,White,,No,Rural,Rural,Northeast,"$35,000 - $49,999",Some college or associate's degree,Working part-time,I live with a spouse or romantic partner,,Very liberal,Female
235,60-69,White,,No,Suburban,Suburban,West,"$50,000 - $74,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat liberal,Female
236,60-69,White,,No,Suburban,Suburban,South,"$50,000 - $74,999",Bachelor's degree,Retired,I live with family members,,Very conservative,Female
237,50-59,White,,No,Rural,Rural,Northeast,"$10,000 - $14,999","High school graduate, GED, or equivalent",On disability,Other,And kids,Somewhat liberal,Female
238,60-69,White,,No,Suburban,Suburban,Midwest,"Less than $10,000","High school graduate, GED, or equivalent",Retired,I live alone,,Moderate,Male
239,50-59,White,,No,Rural,Rural,Northeast,"$75,000 - $99,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Male
240,60-69,White,,No,Rural,Rural,South,"$25,000 - $34,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
241,60-69,White,,No,Rural,Rural,Midwest,"Less than $10,000",Less than high school,Retired,I live with a spouse or romantic partner,,Very conservative,Female
242,50-59,White,,No,Rural,Rural,South,"Less than $10,000",Some college or associate's degree,Unemployed,I live with family members,,Somewhat conservative,Female
243,60-69,White,,No,Suburban,Rural,Northeast,"$25,000 - $34,999","High school graduate, GED, or equivalent",Working part-time,I live alone,,Moderate,Female
244,50-59,White,,No,Urban,Urban,West,"Less than $10,000","High school graduate, GED, or equivalent",On disability,I live alone,,Moderate,Female
245,50-59,White,,No,Rural,Rural,Northeast,"$75,000 - $99,999","High school graduate, GED, or equivalent",Unemployed,I live with family members,,Moderate,Female
246,50-59,Asian,,No,Rural,Suburban,South,"$35,000 - $49,999",Graduate or professional degree,Working part-time,I live with a spouse or romantic partner,,Somewhat conservative,Female
247,60-69,Asian,,No,Urban,Suburban,West,"$150,000 - $199,999",Bachelor's degree,Retired,I live with family members,,Very conservative,Male
248,60-69,Other,prefer not to answer,No,Urban,Suburban,West,"Less than $10,000",Bachelor's degree,Unemployed,I live with a spouse or romantic partner,,Moderate,Female
249,50-59,Black or African American,,No,Urban,Suburban,Midwest,"$50,000 - $74,999",Some college or associate's degree,Working part-time,I live alone,,Moderate,Female
250,70-79,Asian,,No,Suburban,Urban,West,"$25,000 - $34,999","High school graduate, GED, or equivalent",Working full-time,I live alone,,Moderate,Male
251,70-79,Black or African American,,No,Suburban,Suburban,Midwest,"$35,000 - $49,999",Some college or associate's degree,Retired,I live alone,,Very liberal,Female
252,60-69,Other,Multiracial,No,Urban,Urban,Midwest,"$25,000 - $34,999",Some college or associate's degree,Working part-time,I live in a retirement community,,Somewhat liberal,Female
253,50-59,Black or African American,,No,Urban,Urban,Northeast,"$10,000 - $14,999","High school graduate, GED, or equivalent",Working full-time,I live alone,,Moderate,Male
254,60-69,Black or African American,,No,Rural,Suburban,South,"$100,000 - $149,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat liberal,Male
255,50-59,Black or African American,,No,Urban,Rural,Northeast,"$10,000 - $14,999",Bachelor's degree,Working part-time,I live with family members,,Moderate,Female
256,60-69,Asian,,No,Suburban,Suburban,West,"$25,000 - $34,999",Bachelor's degree,Unemployed,I live with a spouse or romantic partner,,Very conservative,Female
257,60-69,Black or African American,,No,Rural,Rural,South,"$50,000 - $74,999",Bachelor's degree,Working full-time,I live alone,,Somewhat liberal,Female
258,70-79,Black or African American,,No,Suburban,Suburban,Midwest,"$100,000 - $149,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
259,60-69,Black or African American,,No,Rural,Urban,Midwest,"$25,000 - $34,999","High school graduate, GED, or equivalent",Working full-time,I live with family members,,Very liberal,Female
260,50-59,Black or African American,,No,Rural,Rural,South,"$35,000 - $49,999","High school graduate, GED, or equivalent",Unemployed,I live with family members,,Somewhat conservative,Male
261,50-59,Black or African American,,No,Urban,Urban,South,"Less than $10,000","High school graduate, GED, or equivalent",On disability,I live in a nursing home,,Moderate,Male
262,50-59,White,,No,Suburban,Suburban,West,"$35,000 - $49,999",Some college or associate's degree,Working part-time,I live with a spouse or romantic partner,,Somewhat liberal,Male
263,80-89,White,,No,Urban,Rural,Northeast,"$75,000 - $99,999",Graduate or professional degree,Working full-time,I live alone,,Somewhat conservative,Male
264,60-69,Black or African American,,No,Urban,Urban,South,"Less than $10,000",Less than high school,Retired,I live alone,,Very liberal,Male
265,50-59,White,,No,Rural,Rural,Midwest,"$35,000 - $49,999","High school graduate, GED, or equivalent",Unemployed,I live with a spouse or romantic partner,,Somewhat liberal,Female
266,60-69,Black or African American,,No,Rural,Urban,South,"$10,000 - $14,999","High school graduate, GED, or equivalent",Working full-time,I live alone,,Moderate,Female
267,50-59,Black or African American,,No,Suburban,Suburban,Northeast,"$50,000 - $74,999",Some college or associate's degree,Working full-time,I live alone,,Moderate,Male
268,80-89,Black or African American,,No,Urban,Suburban,South,"$15,000 - $24,999",Some college or associate's degree,Retired,I live alone,,Moderate,Female
269,50-59,Black or African American,,No,Urban,Urban,South,"Less than $10,000",Some college or associate's degree,Working part-time,I live alone,,Somewhat conservative,Female
270,50-59,Asian,,No,Suburban,Suburban,Midwest,"$50,000 - $74,999",Some college or associate's degree,Working part-time,I live with a spouse or romantic partner,,Moderate,Male
271,60-69,Black or African American,,No,Rural,Rural,South,"$15,000 - $24,999","High school graduate, GED, or equivalent",Retired,I live with family members,,Very liberal,Female
272,50-59,Black or African American,,No,Urban,Rural,South,"$50,000 - $74,999",Graduate or professional degree,Working full-time,I live with a spouse or romantic partner,,Somewhat liberal,Male
273,60-69,Black or African American,,No,Rural,Suburban,South,"$10,000 - $14,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Female
274,50-59,Asian,,No,Rural,Suburban,Northeast,"$75,000 - $99,999",Graduate or professional degree,Working full-time,I live with family members,,Very liberal,Male
