annotator_id,age_range,education,gender,gender_other,identify_as_transgender,is_parent,lgbtq_status,personally_been_target,personally_seen_toxic_content,political_affilation,race,religion_important,technology_impact,toxic_comments_problem,uses_media_forums,uses_media_news,uses_media_social,uses_media_video
178,35 - 44,Associate degree in college (2-year),Male,,No,No,Heterosexual,False,True,Independent,White,Very important,Very positive,Occasionally a problem,False,True,False,True
179,35 - 44,Doctoral degree,Male,,No,Yes,Heterosexual,True,True,Liberal,White,Somewhat important,Very positive,Rarely a problem,True,True,True,True
180,65 or older,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,False,Conservative,White,Somewhat important,Very positive,Rarely a problem,False,True,True,False
181,35 - 44,Master's degree,Male,,No,No,Heterosexual,False,False,Liberal,White,Not important,Very positive,Frequently a problem,False,True,True,True
182,45 - 54,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,True,Independent,White,Not important,Somewhat positive,Occasionally a problem,False,True,True,True
183,35 - 44,Bachelor's degree in college (4-year),Female,,No,Yes,Bisexual,True,True,Liberal,White,Not important,Somewhat positive,Not a problem,True,True,True,True
184,35 - 44,Master's degree,Male,,No,Yes,Heterosexual,False,True,Conservative,White,Somewhat important,Somewhat positive,Occasionally a problem,False,False,True,False
185,25 - 34,Some college but no degree,Male,,No,Yes,Heterosexual,False,True,Other,White,Very important,Somewhat positive,Occasionally a problem,True,False,True,True
186,45 - 54,Master's degree,Male,,No,Yes,Heterosexual,False,False,Conservative,Black or African American,Very important,Very positive,Occasionally a problem,False,True,False,False
187,25 - 34,Some college but no degree,Male,,No,No,Heterosexual,False,True,Liberal,Hispanic,Not too important,Very positive,Frequently a problem,True,False,True,True
188,25 - 34,Associate degree in college (2-year),Male,,No,No,Heterosexual,True,True,Independent,Asian,Somewhat important,Very positive,Occasionally a problem,True,True,True,True
189,25 - 34,Bachelor's degree in college (4-year),Male,,No,Prefer not to say,Heterosexual,False,True,Prefer not to say,White,Somewhat important,Somewhat positive,Occasionally a problem,True,True,True,True
190,25 - 34,Master's degree,Male,,No,No,Heterosexual,False,True,Conservative,White,Not important,Neutral â neither positive nor negative,Occasionally a problem,True,True,True,True
191,65 or older,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,False,True,Conservative,White,Very important,Somewhat positive,Rarely a problem,False,True,True,False
192,25 - 34,Master's degree,Female,,No,Yes,Heterosexual,False,True,Conservative,White,Very important,Somewhat positive,Occasionally a problem,True,True,True,True
193,35 - 44,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,False,True,Other,White,Not important,Neutral â neither positive nor negative,Not a problem,True,True,True,True
194,35 - 44,Master's degree,Male,,No,Yes,Heterosexual,False,True,Conservative,White,Very important,Somewhat positive,Occasionally a problem,True,True,True,True
195,35 - 44,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,True,Independent,Black or African American,Not too important,Neutral â neither positive nor negative,Very frequently a problem,True,False,True,True
196,25 - 34,Some college but no degree,Female,,No,Yes,Heterosexual,False,True,Independent,White,Not important,Somewhat positive,Very frequently a problem,True,True,True,True
197,35 - 44,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,True,True,Liberal,White,Somewhat important,Somewhat positive,Occasionally a problem,True,True,True,True
198,45 - 54,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,False,Liberal,"Black or African American,American Indian or Alaska Native,Asian",Not too important,Somewhat positive,Very frequently a problem,True,True,True,True
199,35 - 44,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,True,Conservative,Black or African American,Very important,Somewhat positive,Not a problem,False,False,True,True
200,25 - 34,High school graduate (high school diploma or equivalent including GED),Female,,No,Yes,Heterosexual,False,True,Independent,"White,American Indian or Alaska Native",Not important,Very positive,Frequently a problem,False,True,True,True
201,35 - 44,High school graduate (high school diploma or equivalent including GED),Male,,No,Yes,Heterosexual,False,False,Liberal,White,Not too important,Somewhat positive,Occasionally a problem,True,True,True,True
202,35 - 44,Bachelor's degree in college (4-year),Male,,No,No,Homosexual,False,False,Liberal,White,Not too important,Somewhat positive,Occasionally a problem,False,True,True,True
203,25 - 34,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,False,True,Conservative,White,Very important,Somewhat positive,Occasionally a problem,True,True,True,True
204,35 - 44,Less than high school degree,Male,,No,No,Heterosexual,True,True,Liberal,Black or African American,Not important,Somewhat positive,Very frequently a problem,True,True,True,True
205,55 - 64,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,False,False,Independent,White,Very important,Neutral â neither positive nor negative,Not a problem,False,False,True,True
206,35 - 44,Master's degree,Male,,No,No,Heterosexual,True,True,Liberal,White,Not important,Neutral â neither positive nor negative,Very frequently a problem,True,True,True,False
207,18 - 24,High school graduate (high school diploma or equivalent including GED),Female,,No,No,Bisexual,False,False,Liberal,White,Not important,Very positive,Very frequently a problem,True,True,True,True
208,18 - 24,Some college but no degree,Female,,No,No,Heterosexual,False,True,Liberal,Black or African American,Not too important,Somewhat positive,Frequently a problem,True,False,True,True
209,45 - 54,Master's degree,Female,,No,No,Heterosexual,False,True,Conservative,Black or African American,Very important,Somewhat positive,Occasionally a problem,True,True,True,True
210,35 - 44,Some college but no degree,Female,,No,No,Bisexual,True,True,Liberal,Black or African American,Not important,Very positive,Frequently a problem,True,False,True,True
211,18 - 24,High school graduate (high school diploma or equivalent including GED),Male,,No,No,Heterosexual,False,False,Independent,White,Somewhat important,Very negative,Rarely a problem,True,False,True,True
212,25 - 34,Associate degree in college (2-year),Female,,No,No,Heterosexual,False,True,Independent,Asian,Somewhat important,Somewhat negative,Very frequently a problem,True,True,True,True
213,25 - 34,Master's degree,Male,,No,Yes,Bisexual,True,True,Conservative,White,Very important,Very positive,Frequently a problem,False,False,True,False
214,25 - 34,Prefer not to say,Female,,No,Yes,Bisexual,False,True,Liberal,White,Not too important,Somewhat positive,Frequently a problem,True,False,True,True
215,25 - 34,Some college but no degree,Male,,No,Yes,Heterosexual,False,True,Liberal,White,Not important,Somewhat positive,Very frequently a problem,True,False,False,True
216,25 - 34,Master's degree,Female,,No,No,Heterosexual,False,True,Independent,Asian,Not too important,Somewhat positive,Frequently a problem,False,False,True,True
217,25 - 34,Doctoral degree,Female,,No,No,Heterosexual,False,True,Liberal,White,Somewhat important,Somewhat positive,Occasionally a problem,True,False,True,True
218,55 - 64,Some college but no degree,Male,,No,Yes,Heterosexual,False,False,Conservative,White,Not important,Somewhat positive,Occasionally a problem,True,True,True,True
219,25 - 34,Some college but no degree,Female,,No,No,Heterosexual,False,True,Liberal,White,Not important,Somewhat negative,Occasionally a problem,True,False,True,True
220,35 - 44,Bachelor's degree in college (4-year),Female,,No,Yes,Homosexual,True,True,Independent,White,Somewhat important,Neutral â neither positive nor negative,Occasionally a problem,False,False,False,True
221,25 - 34,Bachelor's degree in college (4-year),Female,,No,Yes,Bisexual,True,True,Conservative,White,Very important,Very positive,Rarely a problem,False,True,False,False
222,25 - 34,Some college but no degree,Female,,No,Yes,Homosexual,False,True,Independent,White,Very important,Somewhat positive,Occasionally a problem,True,True,True,True
223,35 - 44,Other,Female,,No,No,Homosexual,True,True,Liberal,White,Not important,Somewhat positive,Frequently a problem,True,False,True,True
224,55 - 64,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,True,Independent,White,Very important,Somewhat positive,Frequently a problem,True,False,True,True
225,18 - 24,Bachelor's degree in college (4-year),Female,,No,No,Bisexual,False,True,Independent,Black or African American,Somewhat important,Somewhat positive,Occasionally a problem,True,True,True,True
226,25 - 34,Associate degree in college (2-year),Male,,No,Yes,Heterosexual,False,True,Liberal,White,Not too important,Neutral â neither positive nor negative,Frequently a problem,True,False,False,True
227,18 - 24,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,False,Liberal,White,Not too important,Somewhat negative,Occasionally a problem,False,True,True,True
228,25 - 34,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,True,True,Liberal,White,Not important,Somewhat positive,Frequently a problem,True,True,True,True
229,25 - 34,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,False,False,Liberal,White,Very important,Somewhat positive,Rarely a problem,False,False,True,True
230,25 - 34,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,False,Conservative,White,Not too important,Very positive,Rarely a problem,True,True,True,True
231,25 - 34,Master's degree,Male,,No,No,Homosexual,True,True,Liberal,Asian,Somewhat important,Somewhat negative,Frequently a problem,True,True,True,True
232,25 - 34,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,False,False,Conservative,White,Very important,Somewhat positive,Occasionally a problem,False,False,True,False
233,65 or older,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,False,Independent,White,Somewhat important,Neutral â neither positive nor negative,Rarely a problem,True,True,False,True
234,25 - 34,High school graduate (high school diploma or equivalent including GED),Female,,No,Yes,Heterosexual,False,True,Liberal,White,Not important,Neutral â neither positive nor negative,Very frequently a problem,True,True,True,True
235,45 - 54,Some college but no degree,Female,,No,No,Bisexual,False,True,Independent,White,Not important,Somewhat positive,Frequently a problem,True,True,True,True
236,45 - 54,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,False,True,Conservative,White,Somewhat important,Very positive,Rarely a problem,True,True,True,True
237,18 - 24,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,False,True,Independent,Black or African American,Very important,Somewhat positive,Rarely a problem,True,False,True,True
238,55 - 64,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,True,Conservative,White,Somewhat important,Very positive,Occasionally a problem,True,True,True,True
239,55 - 64,Doctoral degree,Female,,No,Yes,Heterosexual,False,True,Prefer not to say,Black or African American,Very important,Neutral â neither positive nor negative,Occasionally a problem,True,True,True,True
240,35 - 44,Master's degree,Female,,No,Yes,Heterosexual,False,True,Liberal,White,Somewhat important,Somewhat positive,Frequently a problem,True,True,True,True
241,25 - 34,Associate degree in college (2-year),Male,,No,No,Heterosexual,False,True,Conservative,Black or African American,Somewhat important,Neutral â neither positive nor negative,Very frequently a problem,False,False,True,False
242,35 - 44,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,False,True,Independent,White,Not important,Neutral â neither positive nor negative,Occasionally a problem,True,True,True,True
243,25 - 34,Master's degree,Male,,No,Yes,Heterosexual,False,False,Conservative,Black or African American,Very important,Very positive,Occasionally a problem,False,False,True,True
244,55 - 64,Some college but no degree,Female,,No,Yes,Heterosexual,False,True,Liberal,White,Very important,Somewhat positive,Very frequently a problem,False,True,True,True
