respondent_id,Please indicate your age,Please indicate your race - Selected Choice,Please indicate your race - Other - Text,Are you Hispanic or Latino?,How would you describe the area where you grew up?,How would you describe the area in which you currently live?,In which region of the United States do you currently live?,Please indicate your annual household income,Education,Which employment status best describes you?,How would you describe your current living situation (check all that apply) - Selected Choice,How would you describe your current living situation (check all that apply) - Other - Text,Please indicate your political identification,Please indicate your gender
R_3kyWmXAI1tOHq00,60-69,White,,No,Rural,Rural,South,"$25,000 - $34,999",Bachelor's degree,Retired,I live alone,,Somewhat conservative,Male
R_vkLAexhj1QLknDj,60-69,White,,No,Suburban,Suburban,South,"$35,000 - $49,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
R_1rGHrE4AeR5OVtc,60-69,White,,No,Rural,Rural,Northeast,"$15,000 - $24,999",Graduate or professional degree,Working full-time,I live alone,,Moderate,Male
R_3246INTEk1hGGZt,60-69,White,,No,Suburban,Suburban,Northeast,"$25,000 - $34,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
R_2EskES6M2p6Opai,70-79,White,,No,Suburban,Rural,Midwest,"$25,000 - $34,999",Bachelor's degree,Working full-time,I live alone,,Moderate,Male
R_1g72HUHOwnA1jKx,60-69,White,,No,Suburban,Urban,South,"$15,000 - $24,999",Some college or associate's degree,Retired,I live alone,,Moderate,Male
R_yn1cNTcWmiuzCMN,50-59,White,,No,Rural,Rural,Midwest,"$25,000 - $34,999",Some college or associate's degree,Retired,I live alone,,Moderate,Male
R_9SkVdLNADEuPedb,60-69,White,,No,Rural,Rural,Midwest,"$50,000 - $74,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
R_1gA2C1ea7peyPEd,50-59,White,,No,Suburban,Suburban,Midwest,"$50,000 - $74,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Male
R_eFB3dtl1ojJmk7L,70-79,White,,No,Urban,Suburban,South,"$100,000 - $149,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
R_9QUcmMseiL82Tzb,80-89,White,,No,Rural,Suburban,South,"$25,000 - $34,999","High school graduate, GED, or equivalent",Retired,I live alone,,Very conservative,Male
R_pF1ojzuWBJFkpix,70-79,White,,No,Suburban,Suburban,South,"$35,000 - $49,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Male
R_dg4mKjxapFjCEI9,50-59,White,,No,Urban,Suburban,Midwest,"$50,000 - $74,999",Graduate or professional degree,On disability,I live with a spouse or romantic partner,,Very liberal,Male
R_aXDWsVHl8E02orn,60-69,White,,No,Rural,Rural,South,"$35,000 - $49,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Moderate,Male
R_3et3GmsRqgecein,50-59,White,,No,Suburban,Suburban,Midwest,"$50,000 - $74,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Male
R_247yX84yrbT0iqx,60-69,White,,No,Urban,Urban,Midwest,"$75,000 - $99,999",Some college or associate's degree,Working part-time,I live with a spouse or romantic partner,,Somewhat liberal,Male
R_2zJ8wheXFgUtsp2,60-69,White,,No,Suburban,Suburban,South,"$35,000 - $49,999",Bachelor's degree,Working full-time,I live alone,,Somewhat liberal,Male
R_2wNNYzW8Z7SWUZW,50-59,White,,No,Suburban,Suburban,Midwest,"More than $200,000",Graduate or professional degree,Working full-time,I live with a spouse or romantic partner,,Very conservative,Male
R_2ClTArPS96xhfHO,60-69,White,,No,Rural,Rural,South,"$35,000 - $49,999","High school graduate, GED, or equivalent",Working part-time,I live with a spouse or romantic partner,,Somewhat conservative,Male
R_12AtjOkKwuBsz87,60-69,White,,No,Suburban,Suburban,South,"$50,000 - $74,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Male
R_1hygt8O4ZUrRDeZ,60-69,White,,No,Rural,Rural,Midwest,"$75,000 - $99,999",Some college or associate's degree,On disability,I live alone,,Somewhat liberal,Male
R_1kMRgKR34y1nRtI,50-59,White,,No,Suburban,Suburban,South,"$50,000 - $74,999","High school graduate, GED, or equivalent",Working full-time,I live alone,,Moderate,Male
R_1rw8yKhSA3W9qXC,50-59,White,,No,Suburban,Suburban,Midwest,"$100,000 - $149,999",Graduate or professional degree,Working full-time,I live alone,,Moderate,Male
R_2f8uW5FB7wgfYzX,50-59,White,,No,Rural,Rural,South,"$15,000 - $24,999","High school graduate, GED, or equivalent",Unemployed,I live with a spouse or romantic partner,,Moderate,Male
R_2bI8608QhIEuTYk,50-59,White,,No,Suburban,Suburban,South,"$35,000 - $49,999",Bachelor's degree,Unemployed,I live with a spouse or romantic partner,,Somewhat conservative,Male
R_bIRIZknxYfaajC1,60-69,White,,No,Suburban,Suburban,South,"$75,000 - $99,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Very conservative,Male
R_2SkpVgUK9mkSGWk,70-79,White,,No,Suburban,Suburban,Midwest,"$75,000 - $99,999",Bachelor's degree,Unemployed,I live alone,,Moderate,Male
R_3ReJor4p8tOuxPQ,50-59,White,,No,Urban,Urban,Midwest,"$25,000 - $34,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Very conservative,Male
R_1Lk63peQdqZUCJx,50-59,White,,No,Suburban,Suburban,South,"$100,000 - $149,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Male
R_2fK8RPzSklf70Rb,70-79,White,,No,Rural,Rural,South,"$10,000 - $14,999",Graduate or professional degree,Retired,I live alone,,Moderate,Male
R_yQpXk9lB6Ln0grn,50-59,Black or African American,,No,Urban,Urban,South,"$15,000 - $24,999","High school graduate, GED, or equivalent",On disability,I live alone,,Somewhat liberal,Male
R_30nI9buMjsI2mYF,60-69,White,,No,Rural,Rural,South,"Less than $10,000",Some college or associate's degree,Unemployed,Other,,Moderate,Male
R_1rrewaxox6bmxCA,60-69,White,,No,Suburban,Suburban,South,"$50,000 - $74,999",Graduate or professional degree,Unemployed,I live with a spouse or romantic partner,,Somewhat liberal,Male
R_1dayMhoh6zi7aU3,60-69,Black or African American,,No,Rural,Rural,Midwest,"Less than $10,000","High school graduate, GED, or equivalent",Unemployed,I live alone,,Moderate,Male
R_0iIREyvpIFthqTf,50-59,White,,No,Urban,Suburban,Midwest,"$35,000 - $49,999",Some college or associate's degree,Working full-time,I live with family members,,Moderate,Male
R_2AQLbx6EHp1xaXp,60-69,White,,No,Rural,Rural,Midwest,"$25,000 - $34,999","High school graduate, GED, or equivalent",Working part-time,I live with a spouse or romantic partner,,Somewhat liberal,Male
R_BPzP5ealnnpoM25,60-69,American Indian or Alaska Native,,Yes,Suburban,Suburban,Midwest,"$35,000 - $49,999","High school graduate, GED, or equivalent",Retired,I live alone,,Somewhat conservative,Female
R_yHAT8DRhd86jGy5,50-59,White,,No,Rural,Suburban,South,"$50,000 - $74,999",Bachelor's degree,Working full-time,I live alone,,Very liberal,Female
R_3Gf8h8XZ9h8VUO8,80-89,White,,Yes,Urban,Suburban,Northeast,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with family members,,Very conservative,Female
R_2aJNiKhqNUXYjWd,60-69,Black or African American,,No,Rural,Rural,West,"$100,000 - $149,999",Some college or associate's degree,Retired,I live with family members,,Very liberal,Female
R_qx5gJRe4vSHu46J,50-59,White,,Yes,Urban,Urban,Northeast,"$75,000 - $99,999",Some college or associate's degree,Unemployed,I live with family members,,Moderate,Female
R_2s09pWM8SK7HsZJ,70-79,White,,Yes,Urban,Urban,South,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Female
R_3lFTmZJTDYJlc3L,60-69,White,,No,Suburban,Rural,Northeast,"$25,000 - $34,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Male
R_1JWN4oX1MX0krvM,50-59,White,,Yes,Suburban,Suburban,West,"$150,000 - $199,999",Graduate or professional degree,Working full-time,I live with family members,,Moderate,Female
R_2qxDTl6fT538Jew,50-59,White,,Yes,Suburban,Suburban,Northeast,"$150,000 - $199,999",Some college or associate's degree,Unemployed,I live with a spouse or romantic partner,,Moderate,Female
R_3Kx4ROZZ7oLVcZ6,50-59,White,,Yes,Suburban,Suburban,South,"Less than $10,000","High school graduate, GED, or equivalent",Unemployed,I live with family members,,Very liberal,Female
R_29gnVLakUS555Qe,50-59,Black or African American,,Yes,Suburban,Suburban,South,"Less than $10,000","High school graduate, GED, or equivalent",Unemployed,I live with family members,,Moderate,Male
R_bC7pmtkBYlCnUBj,60-69,White,,Yes,Urban,Urban,South,"$25,000 - $34,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Female
R_2rVmv5HPUpLzYpX,50-59,White,,Yes,Rural,Rural,South,"$15,000 - $24,999","High school graduate, GED, or equivalent",Working full-time,I live with a spouse or romantic partner,,Very conservative,Female
R_24u8DkD6UYYxNZm,60-69,White,,Yes,Rural,Suburban,South,"$15,000 - $24,999","High school graduate, GED, or equivalent",On disability,I live alone,,Somewhat conservative,Female
R_33fe3hIj5qLKPlE,70-79,White,,Yes,Urban,Urban,South,"$25,000 - $34,999","High school graduate, GED, or equivalent",Working part-time,I live alone,,Somewhat liberal,Male
R_1gLsYUklpOtSKKi,50-59,White,,Yes,Rural,Rural,West,"$35,000 - $49,999",Some college or associate's degree,Unemployed,I live with a spouse or romantic partner,,Very conservative,Female
R_24CuCN2XZ6JcYTu,50-59,White,,Yes,Urban,Suburban,West,"$50,000 - $74,999",Some college or associate's degree,Working full-time,I live with family members,,Somewhat liberal,Female
R_3RyjTyyiyoNw3HZ,60-69,White,,No,Suburban,Urban,South,"$15,000 - $24,999",Some college or associate's degree,Retired,I live with family members,,Somewhat liberal,Male
R_24Pp5aw5bWHVAGY,50-59,White,,No,Suburban,Suburban,West,"$50,000 - $74,999",Some college or associate's degree,Working full-time,I live alone,,Very liberal,Female
R_3DqEWTBPgI8hbWA,60-69,American Indian or Alaska Native,,Yes,Urban,Urban,South,"$25,000 - $34,999",Some college or associate's degree,On disability,I live alone,,Somewhat liberal,Male
R_2pQqZemJmfJIvsl,60-69,White,,Yes,Rural,Rural,Midwest,"$35,000 - $49,999",Some college or associate's degree,Working part-time,I live with a spouse or romantic partner,,Very conservative,Female
R_3MGbwN6Tg3IAFmw,80-89,White,,Yes,Suburban,Suburban,South,"$50,000 - $74,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Very liberal,Male
R_24BIXqMevrQLLbo,50-59,White,,Yes,Urban,Urban,West,"$75,000 - $99,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
R_qWy204GsgITNWFP,50-59,White,,No,Suburban,Suburban,South,"$25,000 - $34,999","High school graduate, GED, or equivalent",Unemployed,I live with family members,,Moderate,Female
R_3kfRL33HVw4D3DH,60-69,White,,No,Rural,Urban,West,"$100,000 - $149,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Male
R_1FS2s0R1waCQFfm,60-69,White,,Yes,Urban,Urban,Northeast,"$25,000 - $34,999",Less than high school,Retired,I live with family members,,Somewhat conservative,Female
R_3PRVsQ2IM4O8GBk,60-69,American Indian or Alaska Native,,No,Urban,Urban,South,"$10,000 - $14,999",Some college or associate's degree,Retired,I live alone,,Very liberal,Male
R_1qUP0iCEfaCcS0S,70-79,Black or African American,,No,Urban,Urban,Northeast,"$25,000 - $34,999","High school graduate, GED, or equivalent",Retired,I live with family members,,Somewhat liberal,Female
R_2cctD3EF1SeggEt,60-69,White,,Yes,Rural,Rural,Midwest,"$75,000 - $99,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Male
R_3HTuSsnhAuH5Z4w,50-59,White,,Yes,Suburban,Suburban,South,"$35,000 - $49,999",Graduate or professional degree,Working full-time,I live alone,,Somewhat liberal,Female
R_xDiDKabi0GlJWEN,60-69,White,,Yes,Urban,Urban,Midwest,"$50,000 - $74,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Very liberal,Male
R_2vYs8LMzRf7NLH3,50-59,White,,Yes,Urban,Urban,South,"$35,000 - $49,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Female
R_RWjIAHokw6DoelP,50-59,White,,Yes,Urban,Urban,West,"$25,000 - $34,999",Bachelor's degree,Working full-time,I live alone,,Moderate,Female
R_21AEix5yS8P4Tio,50-59,White,,Yes,Rural,Rural,West,"$15,000 - $24,999",Less than high school,Working part-time,I live with family members,,Moderate,Male
R_RCgfXXZOdTDxiKZ,50-59,White,,Yes,Rural,Rural,South,"$35,000 - $49,999",Some college or associate's degree,On disability,I live with a spouse or romantic partner,,Somewhat liberal,Male
R_1OxWqtdZ0U7qZvx,60-69,White,,Yes,Suburban,Rural,West,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
R_yZUwFhSuYYYb8e5,60-69,White,,Yes,Suburban,Suburban,Midwest,"$35,000 - $49,999",Some college or associate's degree,Retired,I live alone,,Moderate,Female
R_337MxPPecAsC8Vc,60-69,White,,Yes,Suburban,Suburban,Midwest,"$50,000 - $74,999",Some college or associate's degree,Working part-time,I live with a spouse or romantic partner,,Very liberal,Female
R_2rGtHyVsai8yw2A,70-79,White,,Yes,Rural,Suburban,South,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Female
R_uyut5hFckkwckZX,50-59,White,,Yes,Rural,Suburban,Northeast,"$50,000 - $74,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Female
R_vxekwlOshl0JqjT,50-59,Black or African American,,No,Urban,Urban,West,"$25,000 - $34,999",Less than high school,Working part-time,I live alone,,Somewhat liberal,Male
R_PtBRSswVJ2xzrHz,60-69,White,,No,Rural,Urban,Midwest,"$50,000 - $74,999",Bachelor's degree,Working part-time,I live with a spouse or romantic partner,,Somewhat conservative,Female
R_1IHm6ceKHr2u8oe,60-69,White,,No,Suburban,Suburban,West,"$25,000 - $34,999",Some college or associate's degree,Retired,I live alone,,Somewhat liberal,Male
R_2EbGVv78GYWe8rD,50-59,White,,No,Urban,Urban,Midwest,"$50,000 - $74,999",Some college or associate's degree,Working full-time,I live with family members,,Somewhat liberal,Female
R_2RWF6u4bL8rUUtl,50-59,White,,No,Rural,Rural,Northeast,"$35,000 - $49,999",Some college or associate's degree,Working part-time,I live with a spouse or romantic partner,,Very liberal,Female
R_2fDJaNZSxuJvWc3,60-69,White,,No,Suburban,Suburban,West,"$50,000 - $74,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat liberal,Female
R_shTGdWg3lCPKKch,60-69,White,,No,Suburban,Suburban,South,"$50,000 - $74,999",Bachelor's degree,Retired,I live with family members,,Very conservative,Female
R_3P7vK1lWaeROXGv,50-59,White,,No,Rural,Rural,Northeast,"$10,000 - $14,999","High school graduate, GED, or equivalent",On disability,Other,And kids,Somewhat liberal,Female
R_3EDSWxtKKyy99Vx,60-69,White,,No,Suburban,Suburban,Midwest,"Less than $10,000","High school graduate, GED, or equivalent",Retired,I live alone,,Moderate,Male
R_YVPJrd4DWlijxRL,50-59,White,,No,Rural,Rural,Northeast,"$75,000 - $99,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Male
R_2aqtyW3yugm7RxR,60-69,White,,No,Rural,Rural,South,"$25,000 - $34,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
R_10MWVyxwJ8R3hRc,60-69,White,,No,Rural,Rural,Midwest,"Less than $10,000",Less than high school,Retired,I live with a spouse or romantic partner,,Very conservative,Female
R_3hhanSyNTxC8Q2H,50-59,White,,No,Rural,Rural,South,"Less than $10,000",Some college or associate's degree,Unemployed,I live with family members,,Somewhat conservative,Female
R_1mz8sVuiyAL69dF,60-69,White,,No,Suburban,Rural,Northeast,"$25,000 - $34,999","High school graduate, GED, or equivalent",Working part-time,I live alone,,Moderate,Female
R_3n7BLYhrPW9bSHA,50-59,White,,No,Urban,Urban,West,"Less than $10,000","High school graduate, GED, or equivalent",On disability,I live alone,,Moderate,Female
R_2P6kKu81mQNlJAN,50-59,White,,No,Rural,Rural,Northeast,"$75,000 - $99,999","High school graduate, GED, or equivalent",Unemployed,I live with family members,,Moderate,Female
R_2Y9OBDAZpsKCy7G,50-59,Asian,,No,Rural,Suburban,South,"$35,000 - $49,999",Graduate or professional degree,Working part-time,I live with a spouse or romantic partner,,Somewhat conservative,Female
R_2QJNKJaWmqq6kwF,60-69,Asian,,No,Urban,Suburban,West,"$150,000 - $199,999",Bachelor's degree,Retired,I live with family members,,Very conservative,Male
R_2Pu5gTSZXo9VrtA,60-69,Other,prefer not to answer,No,Urban,Suburban,West,"Less than $10,000",Bachelor's degree,Unemployed,I live with a spouse or romantic partner,,Moderate,Female
R_3k4IeCopUG6h3em,50-59,Black or African American,,No,Urban,Suburban,Midwest,"$50,000 - $74,999",Some college or associate's degree,Working part-time,I live alone,,Moderate,Female
R_1OCw2n4rqih1g02,70-79,Asian,,No,Suburban,Urban,West,"$25,000 - $34,999","High school graduate, GED, or equivalent",Working full-time,I live alone,,Moderate,Male
R_3nDHr6bj0yqE17v,70-79,Black or African American,,No,Suburban,Suburban,Midwest,"$35,000 - $49,999",Some college or associate's degree,Retired,I live alone,,Very liberal,Female
R_sZ204t0JVksFBWp,60-69,Other,Multiracial,No,Urban,Urban,Midwest,"$25,000 - $34,999",Some college or associate's degree,Working part-time,I live in a retirement community,,Somewhat liberal,Female
R_3qIOg5aK9dc7mhO,50-59,Black or African American,,No,Urban,Urban,Northeast,"$10,000 - $14,999","High school graduate, GED, or equivalent",Working full-time,I live alone,,Moderate,Male
